"session_id","Total_requests","Total_Bytes","Total_GET_requests","Total_POST_requests","Total_3xx_responses","Total_4xx_responses","per_image_requests","per_css_request","per_js_requests","Depth_SD","Max_requests_per_page","Average_requests_per_page","Max_sequential_request","per_sequential_requests","Session_time","Browsing_speed","SD_request_time"
pk9p4i56cb118chl5f5n65had1,37,61243,37,0,0.0,0.0,0.0,0.05405405405405406,0.2702702702702703,0.7548237861496725,2,1.3214285714285714,37,1.0,517492.0,5.410711663175469e-05,83801.79550893613
d2gu953a647hob8hnceg6kh73b,13,21492,13,0,0.0,0.0,0.0,0.07692307692307693,0.5384615384615384,0.46153846153846156,2,1.3,13,1.0,499.0,0.02004008016032064,131.8148692800384
cmtn6a23es1vk1v038j2pd0cqa,70,136923,70,0,0.0,0.0,0.0,0.014285714285714285,0.07142857142857142,0.9090250439961733,5,1.3461538461538463,70,1.0,7126.0,0.007297221442604546,616.5778736588868
8is1s1cv7tu0c13vcqka04ck8m,36,99127,36,0,0.0,0.0,0.0,0.027777777777777776,0.1388888888888889,0.6303780954394566,2,1.0588235294117647,36,1.0,4907.0,0.006928877114326473,559.5647028144309
c8pak86q4cmlspi7lnj1ked06d,9,9382,9,0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.4714045207910317,1,1.0,9,1.0,13.0,0.6923076923076923,3.402976184691901
33gvkkt0bdfkjce2hd6rg5optm,12,47749,12,0,0.0,0.0,0.0,0.08333333333333333,0.4166666666666667,0.5527707983925666,1,1.0,12,1.0,50.0,0.24,6.718548123582124
ad9scp2lb57iibuqakamfu5hjg,20,35406,20,0,0.0,0.0,0.0,0.05,0.25,0.653834841531101,1,1.0,20,1.0,12052.0,0.001659475605708596,2142.4783639514308
7a9emfkn0ri8ntg4k0uotsi07v,34,79559,34,0,0.0,0.0,0.0,0.029411764705882353,0.14705882352941177,0.7162232742285837,4,1.2592592592592593,34,1.0,58950.0,0.0004580152671755725,9590.779915138437
omr3d5pcem5dvhkq4mofqi95p9,7,5278,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,28.0,0.25,9.797958971132712
keuiq0cv69c2afrg7rl1ar9dsj,7,5278,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,29.0,0.2413793103448276,10.147886077244594
16egv6d1m87udqmd5na62btekf,10,17580,10,0,0.0,1.0,0.0,0.0,0.0,1.004987562112089,1,1.0,10,1.0,2.0,5.0,0.4000000000000001
oq11t11ns4t2gj9cdnl10da80s,32,63715,32,0,0.0,0.0,0.0,0.0625,0.15625,0.5294085733155443,3,1.391304347826087,32,1.0,16226.0,0.0014174781215333416,2175.644472585939
bbli24ej1fcvboee6g2vnfq26j,7,5279,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
q9ebqjoa4ni6shhp702u8eg2v2,35,55733,35,0,0.0,0.0,0.0,0.05714285714285714,0.2857142857142857,0.608779307218929,3,1.4583333333333333,35,1.0,6678.0,0.0035938903863432167,908.1526555124341
gt6ccjle54o9oqntbbt3vci5pa,26,49313,26,0,0.0,0.0,0.0,0.0,0.0,0.6165853669954383,8,1.625,26,1.0,1148.0,0.013937282229965157,67.72040500792853
3bo9d8dursvo4oi50seqn5b03o,6,4659,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,0.0,0,0.0
90ik2tbaupftoca4fbfiboo5ck,6,4659,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,1.0,6.0,0.372677996249965
t28k90eo6l3k3idcdvulqnj5v4,90,225081,90,0,0.0,0.0,0.0,0.011111111111111112,0.05555555555555555,0.6046119049072353,13,1.6981132075471699,90,1.0,87610.0,0.0006049537724004109,8362.130534088536
k43vs9a9svdetkit6uovpb6th1,7,5279,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,14.0,0.5,4.898979485566356
dbn8q2b8536v57emen9grsk56f,7,5280,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,11.0,0.6363636363636364,3.8491981672307087
m1rt858554qvald7e7pmrm1d8b,52,117360,52,0,0.0,0.0,0.0,0.019230769230769232,0.09615384615384616,0.6421464560409231,6,1.4054054054054055,52,1.0,5982.0,0.00618522233366767,503.9131473370898
4m80gpjmc7m39n63ksnr40i6fo,22,52912,22,0,0.0,0.0,0.0,0.045454545454545456,0.22727272727272727,0.5749595745760689,4,1.2941176470588236,22,1.0,1034.0,0.01644100580270793,66.39687834940325
0uhr32hgcllradm0p6b15371gi,29,60636,29,0,0.0,0.0,0.0,0.06896551724137931,0.1724137931034483,0.7265968105415682,2,1.16,29,1.0,1053.0,0.023741690408357077,60.17107991802859
rh5fn2njcglhb2avkv30id017u,20,57634,20,0,0.0,0.0,0.0,0.05,0.0,0.5830951894845301,7,1.5384615384615385,20,1.0,1031.0,0.012609117361784675,133.04528364432917
6qtudktna9fih04v7vq9a6q8b4,1,1813,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,0.0,0,0.0
7kngo9h919lcnfm73ip8dkdb2o,7,5279,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
2ing4ldnnd40og2ej20qnsesbb,39,74655,39,0,0.07692307692307693,0.0,0.0,0.0,0.38461538461538464,0.5415054379985353,7,2.2941176470588234,39,1.0,1270.0,0.013385826771653543,56.11471532028529
sfhla3ba8au3uncr3k687c8e55,73,157145,73,0,0.0,0.0,0.0,0.0136986301369863,0.0684931506849315,0.7422584758435105,7,1.5869565217391304,73,1.0,7960.0,0.005778894472361809,530.3317245245236
v771lrk33jh7op61idi1dehaqa,8,6529,8,0,0.0,0.0,0.0,0.125,0.625,0.4330127018922193,1,1.0,8,1.0,1296.0,0.006172839506172839,427.8559921281926
2ofo1qtu8s78p042if3guleash,6,4880,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,0.0,0,0.0
p5keafiscisucgq2tut00s0s7l,17,27539,17,0,0.0,0.0,0.0,0.058823529411764705,0.29411764705882354,0.5391265523477459,1,1.0,17,1.0,880.0,0.019318181818181818,84.77619630655538
3ptlnebdqmrm4bb4ejcfb0taom,9,9698,9,0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.3142696805273545,1,1.0,9,1.0,13.0,0.6923076923076923,3.095197394929804
rr5dmh22u1a45um5tc0n8m20kd,7,5280,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,28.0,0.25,9.396047801374484
bj6pjladhtcnsmhgc24o31pif2,7,5278,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,27.0,0.25925925925925924,9.44803186502083
ermoth088r1kr5d5d3cqjlalqa,7,5275,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
i6io829o6v8o8r5bo6tgoc903p,26,39766,26,0,0.0,0.0,0.0,0.07692307692307693,0.38461538461538464,0.54934064834945,2,1.4444444444444444,26,1.0,6777.0,0.0026560424966799467,830.4947988679675
gn2klnvoilbfoihm2s1juh2ij2,25,40042,25,0,0.0,0.0,0.0,0.08,0.28,0.8541662601625049,2,1.25,25,1.0,868.0,0.02304147465437788,51.57791775556667
1j8bfg4kkf15a9oj1igr147ol2,39,85678,39,0,0.0,0.0,0.0,0.02564102564102564,0.1282051282051282,0.6466420622009483,5,1.3448275862068966,39,1.0,2302.0,0.01259774109470026,140.5021191882313
cplv14bimptr0q91k4v96bbjpj,60,140976,60,0,0.03333333333333333,0.0,0.0,0.03333333333333333,0.26666666666666666,0.521749194749951,6,2.0,60,1.0,3384.0,0.008865248226950355,253.77826279385442
cqifhegb8rual6rgoa4kp17cgp,19,48278,19,0,0.0,0.0,0.0,0.05263157894736842,0.0,0.7443229275647869,5,1.5833333333333333,19,1.0,969.0,0.01238390092879257,56.05824039148458
i88813la3hv9tvhl0np861dtfa,7,5279,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
03jt2p4bdru20sjb9me2gco6j4,9,25382,9,0,0.0,0.0,0.0,0.0,0.0,0.816496580927726,2,1.125,9,1.0,875.0,0.009142857142857144,105.74369198709552
b2tqckppgs0lkh4tin04e659js,47,142600,47,0,0.0,0.0,0.0,0.02127659574468085,0.10638297872340426,0.7043806534998658,4,1.3823529411764706,47,1.0,6376.0,0.00533249686323714,575.3375429830529
dathp4f9v59rcb8gv8qr01htqg,32,60130,32,0,0.0,0.0,0.0,0.0625,0.21875,0.7064159097160821,2,1.2307692307692308,32,1.0,868.0,0.029953917050691243,35.806554916662954
s1ebp3qssmm2tkn9pnp66tjom1,28,82795,28,0,0.0,0.0,0.0,0.03571428571428571,0.17857142857142858,0.5150787536377127,5,1.3333333333333333,28,1.0,1138.0,0.01845342706502636,88.63255379281777
viq1vmgres2bhnholc4p3a76lh,33,68955,33,0,0.0,0.0,0.0,0.030303030303030304,0.15151515151515152,0.5907148087763008,3,1.375,33,1.0,968.0,0.024793388429752067,44.13661069951344
7d804ketrrcjbcq99t5lfc1fsl,7,5275,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
h6kek9u7g8sjqhdu2jr9fg6s5h,32,74137,32,0,0.0,0.0,0.0,0.0,0.0,0.6487668591258342,2,1.0666666666666667,32,1.0,890.0,0.033707865168539325,44.349068127188424
klm20skjqset2im1v8lk31m6hf,9,12818,9,0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.3142696805273545,2,1.125,9,1.0,4.0,2.0,0.8314794192830981
tloh2a4t9e4njmje1hid5gjgsa,7,5280,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,23.0,0.30434782608695654,8.0483234405733
4kucqihoo9s9u56h2aqnk8kbj5,7,5280,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,28.0,0.25,9.797958971132712
0d9geeoeb756546qnikv1ro4m5,7,5278,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
36rja5utab0pakj5136bi7rkop,50,96899,50,0,0.0,0.0,0.0,0.02,0.2,0.589576118919347,3,1.5151515151515151,50,1.0,5755.0,0.005734144222415291,529.8205450905052
opvneus7go8e778gr48obumad4,7,5278,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,13.0,0.5384615384615384,4.549052379454474
1hv0rajig2vijia10tvjvhq12e,21,40317,21,0,0.0,0.0,0.0,0.047619047619047616,0.23809523809523808,0.6098213559459855,2,1.05,21,1.0,9621.0,0.0020787859889824342,1878.3833546991639
7pud1e7uibqa7cove5uuolsd6e,7,5279,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,29.0,0.2413793103448276,9.745747371891738
of88tio3m86e4l7568su0i4ui5,11,19231,11,0,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.51425947722658,1,1.0,11,1.0,764.0,0.014397905759162303,119.24715634982941
4ukoj19oqv7bp3taide1nnapgc,6,4659,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,0.0,0,0.0
ik3l1becqi206cta488uu7c7m7,6,4659,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,0.0,0,0.0
d0fqf9div7sivpkmojq2vkl5rj,22,42692,22,0,0.0,0.0,0.0,0.045454545454545456,0.22727272727272727,0.6863485850246136,1,1.0,22,1.0,1157.0,0.01901469317199654,61.9792187246581
e6gudnuuemb1m5k727006diuuq,6,4659,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,0.0,0,0.0
frtjedek895v147inuk52afh9v,1,2015,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,0.0,0,0.0
0pe4qdimjjcomlurpgml7o098t,7,5277,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.34992710611188266
0ikgnsdpp5jt1qd7fro2va4oka,16,31900,16,0,0.0,0.0,0.0,0.0,0.3125,0.6091746465505602,4,1.2307692307692308,16,1.0,950.0,0.01368421052631579,89.85117904067815
n4sa8kulckaa6rohru1vnq336n,17,43321,17,0,0.0,0.0,0.0,0.0,0.0,0.4991341984846218,3,1.2142857142857142,17,1.0,2203.0,0.006354970494779845,187.01621786343725
3p31i0ob3gn1isfdhbjeuc5j0p,58,125677,58,0,0.0,0.0,0.0,0.017241379310344827,0.08620689655172414,0.6617186573239824,6,1.5675675675675675,58,1.0,4741.0,0.007804260704492723,267.5628550288716
vofhhjsbkpj6kc9it95e76nu1a,354,878984,354,0,0.0,0.0,0.0,0.0,0.02824858757062147,0.6066018319308271,30,3.806451612903226,354,1.0,20468.0,0.004543677936290795,539.0212474177024
1u58qbe9ofc98u2ghpmrssvf7p,7,5278,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
6lcui4c7j8o108b1hvo672e4f7,1,1813,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,0.0,0,0.0
gdgkjv2q26qm9bla312nld988n,7,5280,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,12.0,0.5833333333333334,4.199125273342592
and5p55791q2tuvb9das9ssr3f,7,5278,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,29.0,0.2413793103448276,10.147886077244594
g0tasn4quqqhmjj1cvsj5skoif,48,107683,48,0,0.0,0.0,0.0,0.041666666666666664,0.20833333333333334,0.5758447900452188,8,1.6551724137931034,48,1.0,85366.0,0.00033971370334793713,11845.056058961078
6ds21stjan6svv71du7l1ifafd,7,5278,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
3dlhqa29pdkpur5c0fh3a1gcga,44,87829,44,0,0.0,0.0,0.0,0.022727272727272728,0.11363636363636363,0.5869623440974981,6,1.6923076923076923,44,1.0,895.0,0.02905027932960894,29.907389769251303
ibf972u5q4vlvvev54goetuber,57,140297,57,0,0.0,0.0,0.0,0.0,0.03508771929824561,0.7865442726828032,7,1.6285714285714286,57,1.0,898.0,0.03897550111358575,22.40166088904734
r923k2otqno88m0de8d9bharc2,1,1758,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,0.0,0,0.0
f8mmn03rdoojfjb50ma70ii8pg,27,60559,27,0,0.0,0.0,0.0,0.037037037037037035,0.18518518518518517,0.617530814834558,4,1.173913043478261,27,1.0,1138.0,0.020210896309314587,65.96222471356798
1mvlnshabcf3gbr9subps50a00,26,54984,26,0,0.0,0.0,0.0,0.038461538461538464,0.19230769230769232,0.5560320113384984,4,1.368421052631579,26,1.0,1098.0,0.017304189435336976,45.20832776611279
68mcd2js4qfa1818b4peqjofl1,1,1758,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,0.0,0,0.0
v9jf53j6tf8mfrvn2mnmut46g9,36,66669,36,0,0.0,0.0,0.0,0.05555555555555555,0.2777777777777778,0.56859693029052,3,1.3846153846153846,36,1.0,9452.0,0.0027507405840033854,1286.7145380655088
6rm870g54tcodidn4igk93cg9t,7,46037,7,0,0.0,0.0,0.0,0.0,0.0,0.49487165930539345,1,1.0,7,1.0,1277.0,0.00548159749412686,299.45753676695233
d56qe8tlbmju1frcr1t6l1flja,49,119449,49,0,0.0,0.0,0.0,0.0,0.0,0.6511451483079109,7,1.6896551724137931,49,1.0,1080.0,0.026851851851851852,23.628898929906434
eea0f7tis6b1ofoe8gqcs1nb54,6,4659,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,1.0,6.0,0.372677996249965
6i6kr6b4j4e7mkn12n3q2vq4ih,45,106949,45,0,0.0,0.0,0.0,0.044444444444444446,0.1111111111111111,0.6463573143221772,5,1.4516129032258065,45,1.0,54198.0,0.000571976825713126,7607.766667177841
8sbj7j6lh3n546om3rt30fk64n,49,104814,49,0,0.0,0.0,0.0,0.04081632653061224,0.10204081632653061,0.7559289460184545,5,1.4411764705882353,49,1.0,69965.0,0.00048595726434645897,9596.51131975595
06ivkemfgn93qhl5j0vu96rnl4,7,5276,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
i7kmtdu6no2thkq8drg4r2ilie,6,7427,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,1.0,6.0,0.372677996249965
iq6lsdg74fvqm528shi8kb7e1d,6,7427,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,1.0,6.0,0.372677996249965
108idm26bcno4qf8gqdml2sge3,8,9149,8,0,0.0,0.0,0.0,0.125,0.625,0.33071891388307384,1,1.0,8,1.0,14.0,0.5714285714285714,4.630064794363034
ikchggsmhgkjur8n2t4f0c75uh,24,47039,24,0,0.0,0.0,0.0,0.041666666666666664,0.20833333333333334,0.5204164998665332,3,1.2,24,1.0,796.0,0.02512562814070352,48.76958296133178
dft8qvdauujqen81pdjev9po2o,52,122206,52,0,0.0,0.0,0.0,0.019230769230769232,0.09615384615384616,0.6923076923076923,7,1.4444444444444444,52,1.0,1222.0,0.029459901800327332,32.53193697087407
1io851t86ui0flvporc43coa44,8,9048,8,0,0.0,0.0,0.0,0.125,0.625,0.33071891388307384,1,1.0,8,1.0,15.0,0.5333333333333333,4.960783708246107
2ojc0m4iu85a1fggs34ppevk2k,15,27412,15,0,0.0,0.0,0.0,0.06666666666666667,0.3333333333333333,0.49888765156985887,4,1.25,15,1.0,1499.0,0.008005336891260841,231.74021853983155
ml6u6ltsq0vhdsiqcbqnpbkh5k,10,18819,10,0,0.0,0.0,0.0,0.0,0.1,0.6403124237432849,3,1.25,10,1.0,153.0,0.05228758169934641,21.545533179756774
u6rj19l797n5lnvk6qlunbmp8a,44,140167,44,0,0.0,0.0,0.0,0.0,0.0,0.621581560508061,8,1.6923076923076923,44,1.0,955.0,0.027225130890052355,25.90066649322732
bmffbdlnb9nv70j14hil43n3jl,18,30015,18,0,0.0,0.0,0.0,0.05555555555555555,0.2777777777777778,0.8534606386520677,1,1.0,18,1.0,12008.0,0.0014990006662225182,2366.0577359558542
7r2rm6dnna7k51md8e5m4ufpgs,21,46498,21,0,0.0,0.0,0.0,0.0,0.047619047619047616,0.6529194857524805,4,1.4,21,1.0,305.0,0.04918032786885246,14.731304689961464
lq3eurvqctj6th0d4i7fff11hn,7,5278,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,1.0,7.0,0.3499271061118826
5rr9dand0l9k30j3bb7jhskidi,23,78706,23,0,0.0,0.0,0.0,0.0,0.0,0.5635426694267706,1,1.0,23,1.0,1034.0,0.022243713733075435,42.61605970081514
38n32l6uepd8e4gvce8gaaeiuq,30,72318,30,0,0.0,0.0,0.0,0.03333333333333333,0.16666666666666666,0.5734883511361751,4,1.4285714285714286,30,1.0,1407.0,0.014925373134328358,89.51251309174602
pmta0v6c1d9aglgmlf60cljj9h,8,6526,8,0,0.0,0.0,0.0,0.125,0.625,0.4330127018922193,1,1.0,8,1.0,29.0,0.27586206896551724,9.218697033746146
bl68qvemb1fdbu18lst67s7pa5,19,34080,19,0,0.0,0.0,0.0,0.05263157894736842,0.2631578947368421,0.39385867229199384,2,1.0555555555555556,19,1.0,3245.0,0.005546995377503852,397.9445318326569
91cef4hvkkter0mpdcq2cc9ecu,7,5279,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,0.0,0,0.0
e8jmubonei35n62lcbcj9h2t8f,40,96253,40,0,0.0,0.0,0.0,0.025,0.125,0.8181534085976786,7,1.6,40,1.0,4534.0,0.005513895015438906,457.41198880221754
76150kjid2p1e830ilbabbocir,18,42020,18,0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,2,1.0588235294117647,18,1.0,1114.0,0.01526032315978456,61.72959751915238
p7g6ccuqqfum0pbfk5q82nhnam,47,98779,47,0,0.0,0.0,0.0,0.02127659574468085,0.10638297872340426,0.7107784292974496,5,1.5161290322580645,47,1.0,1501.0,0.020652898067954697,42.34277765304589
j8e0t5t4nnr92fupp8rh18ihkq,24,53718,24,0,0.0,0.0,0.0,0.0,0.0,0.5773502691896257,4,1.5,24,1.0,1261.0,0.012688342585249802,46.50177341301679
sfedmcunjsggu1piohh2a02a81,11,22521,11,0,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.5749595745760689,1,1.0,11,1.0,12.0,0.9166666666666666,1.928473039599675
kvg5ag8sk3irhtl5dq7p4cl8ue,11,14743,11,0,0.0,0.0,0.0,0.09090909090909091,0.45454545454545453,0.28747978728803447,1,1.0,11,1.0,6.0,1.8333333333333333,0.6555547773570889
526le3v55eugl2o3nt6s26dour,16,25332,16,0,0.0,0.0,0.0,0.0625,0.3125,0.5555121510822243,3,1.2307692307692308,16,1.0,127.0,0.10236220472440945,9.717694878416383
bcrlv1ivvsjdhl98i1bu38cdq3,17,29712,17,0,0.0,0.0,0.0,0.058823529411764705,0.29411764705882354,0.539126552347746,2,1.3076923076923077,17,1.0,298.0,0.0436241610738255,23.167212244536266
jbgvn29afrbe34d1tjjmkovmvo,6,4575,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,1.0,6.0,0.372677996249965
dtm7bbi1ss4amp6ted7imor964,6,4575,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,1.0,6.0,0.372677996249965
koftcfkosigp4f2ibgfi0dm0co,36,71209,36,0,0.0,0.0,0.0,0.027777777777777776,0.1388888888888889,0.8328702416980528,3,1.125,36,1.0,1577.0,0.020291693088142042,57.56822978211952
dp87e0dcv2hm9opt9qqkjugi92,9,10796,9,0,0.0,0.0,0.0,0.1111111111111111,0.5555555555555556,0.4714045207910317,1,1.0,9,1.0,11.0,0.8181818181818182,2.249828525701843
229ea81027hf6454si90erdedm,6,4796,6,0,0.0,0.0,0.0,0.16666666666666666,0.8333333333333334,0.0,1,1.0,6,1.0,0.0,0,0.0
89vshcu5jgp79ebb68f7jjkqc5,24,42567,24,0,0.041666666666666664,0.0,0.0,0.08333333333333333,0.20833333333333334,0.7592027982620249,3,1.1428571428571428,24,1.0,1175.0,0.017872340425531916,85.03356159318639
a3novvctivmjtfh19pehjqing5,7,5194,7,0,0.0,0.0,0.0,0.14285714285714285,0.7142857142857143,0.3499271061118826,1,1.0,7,1.0,29.0,0.2413793103448276,10.147886077244594
itltb3mfbii9h9ikttfqkc3ca2,11,13125,11,0,0.0,0.0,0.0,0.09090909090909091,0.6363636363636364,0.28747978728803447,3,1.2222222222222223,11,1.0,14.0,0.6428571428571429,2.699862255439545
f8vvptugepi32i09gotgtjb50d,1,1758,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,0.0,0,0.0
upgqfre5gn72uks220ag27idir,1,1758,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,0.0,0,0.0
p3ouvh8qhvglps9kgn737mr3q4,1,1813,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1,1.0,1,1.0,0.0,0,0.0
46hm95bnvnuglhj1i1906nc80u,20,20158,16,4,0.0,0.0,0.0,0.2,0.25,0.45825756949558394,4,2.0,20,1.0,10.0,1.0,0.9219544457292888
mtilohhtbsshka38svllisk0am,10,13420,9,1,0.0,0.0,0.0,0.1,0.5,0.4,2,1.1111111111111112,10,1.0,3.0,3.0,0.6403124237432849
66vt430cgmgpus1k96japf46pf,62,81747,43,19,0.0,0.0,0.0,0.016129032258064516,0.08064516129032258,0.6844869410942885,19,3.263157894736842,62,1.0,512.0,0.037109375,16.686807116335142
igirlpfg3oft6i3dl8ah549gqi,57,104214,40,17,0.0,0.0,0.0,0.017543859649122806,0.08771929824561403,0.7877173445839877,17,2.590909090909091,57,1.0,528.0,0.041666666666666664,17.7354104268877
uqhd4i1019lcou4b0s1l1vdq87,40,50154,29,11,0.0,0.0,0.0,0.025,0.125,0.6279928343540235,12,2.6666666666666665,40,1.0,333.0,0.04504504504504504,18.101640119061035
moqasnr56raoh1gq94vqlngt50,41,37239,27,14,0.0,0.0,0.0,0.024390243902439025,0.12195121951219512,0.5853658536585367,14,3.1538461538461537,41,1.0,199.0,0.06532663316582915,8.606749976134745
o2dutldgeigipiq4cd4t69mgr7,62,81670,42,20,0.0,0.0,0.0,0.016129032258064516,0.08064516129032258,0.7000817552971195,20,3.263157894736842,62,1.0,581.0,0.03270223752151463,16.749803918898277
0erfuds6s7kpisp8j1pphnombt,53,57468,37,16,0.0,0.0,0.0,0.018867924528301886,0.09433962264150944,0.633692665047044,16,2.9444444444444446,53,1.0,314.0,0.05732484076433121,9.870575782948777
c7rlbj17lequj24elhrere5g13,52,59059,35,17,0.0,0.0,0.0,0.019230769230769232,0.09615384615384616,0.5992475558031877,17,2.888888888888889,52,1.0,428.0,0.04205607476635514,15.616331915184409
kn4jl5vb5fita9bo6cu1b6jrk8,60,66855,41,19,0.0,0.0,0.0,0.016666666666666666,0.08333333333333333,0.6289320754704403,19,3.75,60,1.0,526.0,0.030418250950570342,17.526519588580296
m2d7pem8vph8npifco3ogcf8on,37,47082,27,10,0.0,0.0,0.0,0.02702702702702703,0.13513513513513514,0.6210337996257328,11,2.466666666666667,37,1.0,196.0,0.07653061224489796,11.891093339281557
qlgu4hfptc004osevv48p07oj3,58,87268,41,17,0.0,0.0,0.0,0.017241379310344827,0.08620689655172414,0.6553992347844211,17,3.0526315789473686,58,1.0,337.0,0.05637982195845697,12.420029563726995
s07af6jn35uipvfnkj6hpglsl9,28,38679,21,7,0.0,0.0,0.0,0.03571428571428571,0.17857142857142858,0.5578749768504754,8,2.8,28,1.0,180.0,0.05555555555555555,14.328863406795817
hs62n8oguaemh0k12m9434sr20,49,64587,35,14,0.0,0.0,0.0,0.02040816326530612,0.10204081632653061,0.6283593599322715,15,3.0625,49,1.0,381.0,0.04199475065616798,15.652169838653654
3rfboibsp6vin0c5iqp8r33f5n,37,46521,27,10,0.0,0.0,0.0,0.02702702702702703,0.13513513513513514,0.5994884598059144,11,2.642857142857143,37,1.0,186.0,0.07526881720430108,13.086998884774172
59phgq1j4hsfskn63mgd5nrnmb,10,12122,9,1,0.0,0.0,0.0,0.1,0.5,0.4,2,1.1111111111111112,10,1.0,2.0,4.5,0.6000000000000001
3uqepgd76f9ecnauehcl4sucbh,69,88950,49,20,0.0,0.0,0.0,0.014492753623188406,0.07246376811594203,0.7049499424356702,21,3.6315789473684212,69,1.0,289.0,0.0657439446366782,10.324131520927834
